Accident_Index,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_(District),Road_Type,Speed_limit,Junction_Detail,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident
2006530185342,53,1,2,1,5,622,6,60,3,1,1,2,0,0,2,1
2006930000628,93,1,2,6,7,912,3,70,0,6,1,2,0,0,2,1
201091NJ14695,91,1,1,1,5,927,6,30,3,4,1,2,0,0,2,1
2007470709383,47,1,2,1,5,551,2,30,0,1,1,1,0,0,1,1
201106F050574,6,1,1,2,7,107,6,30,0,1,1,1,0,0,2,1
200742I110603,42,1,2,2,1,462,3,70,0,4,1,1,0,0,2,1
200732B053407,32,1,1,1,1,354,6,50,0,4,1,2,0,0,2,1
200520J021202,20,1,2,3,6,303,3,40,1,4,1,1,0,0,1,1
2007520038580,52,1,1,1,5,611,6,40,0,6,1,1,0,0,2,1
200843P158018,43,1,1,1,5,484,6,50,0,4,1,2,0,0,2,1
200606L049743,6,1,2,1,6,114,6,30,0,1,1,1,0,0,1,1
200543N092085,43,1,3,1,2,479,3,70,0,1,1,1,0,0,1,1
2005600DE2075,60,1,5,5,7,723,6,30,3,1,1,2,0,0,1,1
200597QC70605,97,1,1,1,1,938,3,70,0,1,2,2,0,0,2,1
2007620165688,62,1,2,6,6,741,3,70,3,1,9,1,0,0,1,1
201231B141012,31,1,3,5,3,345,6,60,0,1,1,1,0,0,2,1
2006950009875,95,1,3,4,1,940,6,60,0,1,1,1,0,0,2,1
2014320044288,32,1,1,1,1,351,6,60,0,1,1,1,0,0,2,1
200801GD73072,1,1,2,1,2,4,6,30,6,1,1,1,0,0,1,1
201132C088711,32,1,2,1,7,351,6,60,6,1,1,1,0,0,2,1
200591NJ11486,91,1,1,2,4,927,6,60,9,1,1,2,0,0,2,1
2008470801095,47,1,1,2,1,556,6,60,0,6,1,1,0,0,2,1
201263DP10112,63,1,2,1,6,753,6,60,0,1,1,1,0,0,2,1
200605FF04639,5,1,1,1,1,91,3,40,3,4,8,2,0,0,1,1
200763CP27907,63,1,3,3,2,752,6,60,6,6,1,1,0,0,2,1
201311ND07183,11,1,2,2,1,169,3,70,0,6,1,1,0,0,2,1
200697QB70505,97,1,1,1,7,938,6,30,0,4,1,1,0,0,1,1
2014100735914,10,1,1,1,6,148,6,30,3,1,1,2,0,0,1,1
200830C000464,30,1,1,1,4,327,6,30,0,1,9,1,0,0,2,2
201097BD70511,97,1,1,1,3,926,6,30,0,1,1,2,0,0,1,1
201442I372611,42,1,1,1,3,459,6,30,0,1,1,1,0,0,1,1
2007130869207,13,1,3,2,4,200,6,40,3,4,1,2,0,0,1,1
2013950000028,95,1,1,2,3,940,6,30,0,4,1,2,0,0,2,1
2008130202808,13,1,1,1,2,204,6,30,9,1,4,1,0,0,1,1
20112110X0052,21,1,1,1,5,255,6,60,0,1,1,2,0,0,2,1
2009070144364,7,1,2,4,1,129,6,60,6,1,1,1,0,0,2,1
2005330505166,33,1,2,2,7,365,6,60,0,1,1,1,0,0,2,1
201214C035612,14,1,1,3,6,213,6,40,0,4,1,2,0,0,1,1
201101TD00112,1,1,2,2,4,16,6,30,3,4,1,1,0,0,1,1
201097LB70707,97,1,2,1,1,913,6,60,0,1,1,1,0,0,2,1
20054100J2038,41,1,2,3,6,33,6,60,0,1,1,1,0,0,2,1
2009120069967,12,1,2,1,1,181,6,60,0,1,1,1,0,0,2,1
200611BD12200,11,1,2,1,1,163,3,70,5,6,2,2,0,0,2,1
200706G083969,6,1,1,1,2,110,6,30,0,1,1,1,0,0,1,1
200643P171026,43,1,2,5,1,481,6,60,0,1,2,2,6,0,2,1
2008230891241,23,1,2,3,1,293,6,60,3,1,1,1,0,0,2,1
2008440004646,44,1,1,1,3,505,6,30,6,1,1,1,0,0,1,1
200920E091202,20,1,2,1,3,300,6,30,0,1,1,1,0,0,1,1
2009930003807,93,1,1,1,3,934,6,60,0,6,1,1,0,0,2,1
200906L008774,6,1,1,1,4,114,3,60,7,4,2,2,0,0,1,1
200943N009049,43,1,3,2,6,477,3,70,0,6,1,1,0,0,2,1
2013610065913,61,1,1,1,5,731,3,70,0,1,1,1,0,0,2,1
2005070505307,7,1,1,1,6,124,6,50,0,4,1,2,0,0,2,1
2009230996064,23,1,2,1,7,290,3,60,0,1,1,1,0,0,2,1
201254A188512,54,1,1,1,1,635,6,60,0,6,1,1,7,0,2,1
201354C033613,54,1,1,1,2,633,3,40,0,1,5,2,0,0,1,1
2014300008465,30,1,2,8,4,323,6,30,3,1,1,1,0,0,1,1
201422F404780,22,1,1,1,5,286,6,60,3,6,1,1,0,0,2,1
200943S055119,43,1,1,1,6,479,3,30,0,4,1,1,1,0,2,1
200654MB09106,54,1,2,1,7,631,3,70,0,6,1,1,0,0,2,1
20141314M0958,13,1,2,1,3,200,6,50,0,1,1,1,0,0,2,1
200901TE00079,1,1,1,1,1,11,6,30,3,4,1,1,0,0,1,1
2008440005247,44,1,2,1,6,505,6,60,3,6,2,2,0,0,2,1
200830D000149,30,1,2,2,6,328,6,30,0,4,1,1,0,0,2,1
2010620205557,62,1,2,1,7,741,3,50,0,1,1,1,0,3,1,1
2009609241442,60,1,2,1,5,720,6,40,0,1,1,1,0,0,2,1
2008460155046,46,1,3,3,5,538,3,70,0,1,2,2,0,0,2,1
2012100308112,10,1,1,1,4,147,6,60,0,1,1,1,0,0,2,1
2013170S22983,17,1,3,2,1,245,6,40,3,4,2,2,0,0,1,1
2011360061728,36,1,2,4,6,400,6,60,0,6,1,1,0,7,2,1
201154DN06311,54,1,6,4,1,635,3,70,0,6,1,1,0,3,2,1
200504CC05025,4,1,2,3,1,73,6,30,3,1,1,1,0,0,2,1
201097QC70607,97,1,1,1,3,938,6,60,9,1,1,1,0,0,2,1
200997QC70612,97,1,1,1,4,938,6,60,0,6,1,2,0,0,2,1
2006360038004,36,1,2,2,6,400,6,60,0,1,1,1,0,0,2,1
2010471008524,47,1,1,1,4,563,6,50,0,6,1,2,0,0,2,1
2009559D02192,55,1,2,1,5,642,6,40,0,1,1,1,0,0,2,1
2009360051836,36,1,1,1,5,406,6,60,0,1,1,1,0,0,2,1
201401TD00009,1,1,2,1,7,17,6,30,3,4,1,1,0,0,1,1
200842I422111,42,1,1,1,6,456,6,60,0,6,1,2,0,0,2,1
201263DP38012,63,1,2,2,3,753,6,60,0,1,2,2,0,0,2,1
2005215226867,21,1,2,2,6,253,6,60,0,1,1,2,6,0,2,1
201006Q032091,6,1,1,2,7,104,6,40,6,4,1,1,0,0,1,1
2009460174471,46,1,2,1,6,532,3,70,1,1,1,1,0,0,2,2
2006556E00224,55,1,1,1,7,647,3,70,0,6,2,5,0,0,2,1
200943W197049,43,1,1,1,2,471,1,70,0,1,2,2,0,0,2,1
2014440191738,44,1,1,1,7,497,6,50,0,6,1,1,0,0,2,1
200906Q020879,6,1,1,2,2,104,1,30,1,4,2,2,0,0,1,1
201104EN11078,4,1,2,3,1,80,6,60,3,1,1,1,0,0,2,1
2009920900140,92,1,1,1,1,911,6,60,0,6,1,2,0,0,2,1
2013233539513,23,1,1,3,4,292,6,30,3,1,1,1,0,0,1,1
2008330807579,33,1,2,1,4,363,6,60,0,1,1,1,0,0,2,1
2009360053797,36,1,2,4,6,405,6,60,0,1,2,2,0,0,2,1
200511BD12120,11,1,2,2,5,163,3,70,0,1,1,1,0,0,2,1
2011360060505,36,1,1,1,6,406,6,60,0,6,1,1,0,0,2,1
201043P081050,43,1,2,4,2,481,3,70,0,1,1,1,0,0,2,1
2006520019259,52,1,2,1,5,601,6,30,3,4,1,2,0,0,1,1
201206G058100,6,1,1,1,6,110,6,30,0,1,2,2,0,0,1,1
200534TC08014,34,1,1,1,6,380,6,30,0,1,1,1,0,0,1,1
20093108B0035,31,1,2,2,3,341,6,60,0,6,1,2,0,0,2,1
2014546818414,54,1,2,1,1,635,3,70,0,1,1,1,0,0,2,1
2009470909583,47,1,2,1,7,562,3,70,0,6,1,2,0,0,1,1
201301TD00113,1,1,1,1,1,7,6,30,0,4,2,2,0,0,1,1
2011930003457,93,1,2,4,6,934,6,60,8,1,1,2,0,0,2,1
200734NK80137,34,1,1,1,6,383,6,60,0,6,1,1,0,0,2,1
200814K093508,14,1,1,1,3,215,6,30,9,1,1,1,0,0,1,1
2008520808949,52,1,2,1,7,601,6,30,3,7,1,2,0,0,2,1
201197LA06905,97,1,1,1,2,916,6,60,0,1,5,2,0,0,2,1
2006130815506,13,1,1,1,7,206,6,30,0,1,9,1,0,0,2,1
201242I363311,42,1,3,1,4,462,3,70,0,1,1,1,0,0,2,1
2011360060511,36,1,3,3,7,407,6,60,0,6,1,1,0,0,2,1
201042I244908,42,1,1,2,6,451,6,60,3,1,1,1,0,0,2,1
200814K302308,14,1,2,2,2,215,3,60,3,4,1,1,0,0,2,1
2012440296691,44,1,2,3,3,505,6,50,3,4,1,1,0,0,2,1
2011351015811,35,1,3,5,4,395,3,70,0,6,1,1,0,0,2,1
201245GU72949,45,1,1,1,3,511,6,60,0,1,1,1,0,0,2,1
201406A089573,6,1,1,2,7,102,6,30,3,1,9,1,0,0,1,1
200801TX74042,1,1,3,1,4,25,3,40,5,1,1,1,0,0,1,1
201142I282509,42,1,3,1,6,450,3,50,5,1,1,1,0,0,1,1
201032B031710,32,1,2,3,7,355,6,60,0,1,1,4,0,0,2,1
200801QK74340,1,1,1,1,1,28,6,30,0,1,1,1,0,0,1,1
200501RY10515,1,1,1,1,4,18,6,30,3,1,1,1,0,0,1,1
2005070502732,7,1,1,1,7,121,6,60,0,1,1,1,0,0,2,1
200663CP32406,63,1,1,1,2,752,6,30,3,4,1,1,0,0,2,1
200601TB00215,1,1,3,1,3,30,3,50,0,4,1,1,0,0,2,1
2009360051009,36,1,1,1,1,400,6,60,0,1,2,2,0,0,2,1
2007600CO4020,60,1,1,1,3,721,3,70,0,4,1,1,0,0,2,1
2014120078451,12,1,2,1,6,181,6,60,0,1,1,1,0,0,2,1
200901TB00059,1,1,1,1,4,30,3,50,0,1,1,1,0,0,1,1
2008460152225,46,1,1,4,7,539,6,30,0,7,1,2,0,0,1,1
201320G004083,20,1,1,1,4,309,3,40,0,4,1,1,0,0,1,1
2010070267322,7,1,2,4,7,129,3,70,0,1,1,2,0,0,2,1
2007350519107,35,1,2,2,6,395,6,30,0,1,1,1,0,0,2,1
2009130335009,13,1,1,2,7,203,6,50,0,6,1,1,0,0,2,1
200614G012006,14,1,5,3,7,215,3,70,0,6,1,1,0,0,1,1
2010460190032,46,1,2,2,5,530,6,60,3,1,1,1,0,0,2,1
201406J093596,6,1,1,1,2,109,6,30,6,1,1,1,0,0,1,1
200606B059948,6,1,2,4,4,102,6,30,0,1,1,1,0,0,1,1
2012440064360,44,1,4,1,4,496,3,70,0,6,1,1,0,0,1,1
201132E339111,32,1,2,2,3,351,6,60,6,4,1,1,0,0,2,1
2012212006035,21,1,2,1,7,257,6,30,3,4,1,1,0,0,1,1
2008330806049,33,1,1,1,1,364,6,30,0,1,1,1,0,0,1,1
200520D073803,20,1,2,1,4,300,6,30,3,1,1,1,0,0,1,1
2009470901644,47,1,1,1,5,558,6,60,0,6,2,2,0,0,2,1
201004DR10106,4,1,2,5,7,79,6,30,3,4,1,4,0,0,1,1
2012549493712,54,2,2,2,1,635,3,70,0,1,1,1,0,0,2,1
200643N059116,43,2,2,7,1,478,6,40,0,1,1,1,0,0,1,1
2006440443723,44,2,3,1,4,502,6,30,0,4,1,1,0,0,1,1
2008520810903,52,2,3,1,6,612,6,60,0,1,1,1,0,0,2,1
2007470707136,47,2,2,1,2,555,6,60,0,1,1,1,0,0,2,1
201020H010360,20,2,3,1,3,307,6,30,0,1,8,2,0,0,1,1
200601LX51143,1,2,1,1,2,9,6,30,0,1,1,1,0,0,1,2
200630A000344,30,2,1,1,5,324,6,40,6,1,1,1,4,0,2,1
2009360053750,36,2,2,2,5,401,6,40,6,4,1,1,0,0,1,1
200801LX50043,1,2,2,1,5,9,2,30,0,1,1,1,0,0,1,2
2009620189415,62,2,1,1,1,740,6,30,0,1,9,1,0,0,2,1
201004CC10064,4,2,1,1,3,73,6,30,0,1,1,1,0,0,2,1
20124100G0427,41,2,1,1,7,433,6,60,0,1,1,1,0,0,2,1
2005520047236,52,2,2,1,3,601,6,30,0,1,2,2,0,0,1,2
200742I390609,42,2,2,2,6,453,6,40,0,4,1,2,0,0,1,1
2006960600858,96,2,1,1,7,939,6,60,0,1,2,2,0,0,2,1
201414A018714,14,2,1,1,2,211,3,70,0,1,1,1,0,0,2,1
2012471201006,47,2,2,3,6,555,6,60,0,1,7,2,0,0,2,1
2007230790620,23,2,2,2,3,293,6,60,0,1,2,2,0,0,2,1
2012350504812,35,2,2,1,4,390,6,30,3,4,1,2,0,0,1,1
200614B080506,14,2,1,2,1,210,6,60,3,6,1,1,0,0,2,1
20074100J2818,41,2,2,2,7,33,3,40,1,1,1,1,0,0,2,1
201350CB2H001,50,2,1,3,2,582,6,60,5,6,2,2,0,7,2,1
2008470809092,47,2,1,1,3,558,6,30,3,1,1,1,0,0,1,1
2006460134321,46,2,2,1,2,541,6,40,3,4,1,1,0,0,1,1
201301MM71044,1,2,1,1,3,8,6,30,8,1,1,1,0,0,1,1
200501JI40808,1,2,3,3,1,14,6,30,3,4,1,1,0,0,1,1
201304CL13209,4,2,2,1,2,83,6,30,0,1,1,1,0,0,1,1
200934NK41619,34,2,1,1,7,383,1,60,1,1,1,1,0,0,2,1
2005160B02850,16,2,1,1,3,232,6,30,6,1,1,1,0,0,1,1
2012331205652,33,2,2,1,1,361,6,30,0,4,2,2,0,0,1,1
201231B144412,31,2,3,3,2,341,6,60,8,1,2,2,0,0,2,1
2009130234809,13,2,2,1,1,203,6,30,0,4,1,1,0,0,1,1
2012621200628,62,2,1,1,7,746,6,40,0,1,1,1,0,0,2,1
201414B029514,14,2,1,1,4,210,6,30,3,1,1,1,0,0,1,1
20063104B1500,31,2,2,1,4,345,6,60,8,1,1,1,0,0,2,1
201130D001067,30,2,2,1,6,324,6,30,0,4,1,1,0,0,1,1
201014A142310,14,2,2,1,2,211,7,30,3,1,1,1,0,0,1,1
2007470702053,47,2,1,1,3,554,6,30,3,4,2,2,0,0,1,1
201231A074112,31,2,1,1,5,340,3,60,0,1,2,2,0,0,2,1
2005620140882,62,2,1,1,1,743,3,30,1,1,1,1,0,0,1,1
2010210002875,21,2,1,1,6,255,6,60,0,1,2,2,7,0,2,2
201206E065016,6,2,1,1,1,102,6,30,3,1,2,2,0,0,1,1
201020D044111,20,2,1,1,5,300,6,30,0,1,1,1,0,0,1,2
2010352898710,35,2,1,1,6,393,6,30,0,1,1,2,0,0,1,1
2010440288288,44,2,2,1,7,500,6,30,6,1,1,1,0,0,1,1
2007120880513,12,2,3,2,5,184,6,30,6,4,1,1,1,0,2,1
20144100F0722,41,2,2,4,3,434,6,40,0,1,1,1,0,0,1,1
201305EE05492,5,2,1,1,5,91,3,30,7,1,5,2,0,0,1,2
200701RY62761,1,2,1,1,1,18,6,30,0,7,1,1,0,0,1,1
2009950006483,95,2,2,1,4,940,1,30,1,4,2,2,0,0,1,2
2013120167179,12,2,1,1,5,185,6,60,0,1,1,1,0,0,2,1
2012120073452,12,2,2,1,3,182,6,30,3,1,1,1,0,0,1,1
200701BS70567,1,2,2,1,6,12,3,30,3,1,1,2,0,0,1,1
2010460087010,46,2,1,1,6,544,6,30,0,1,1,1,0,0,2,2
2006950002983,95,2,4,1,4,940,6,60,6,1,2,2,0,0,2,1
2006100144806,10,2,2,1,7,146,3,50,0,1,1,2,0,0,2,1
201122C101139,22,2,2,1,7,277,6,60,0,1,1,1,0,0,2,1
200645WA79553,45,2,1,1,6,517,6,40,0,1,1,1,0,0,2,1
200901GD10367,1,2,1,2,3,4,6,30,6,1,1,1,0,0,1,1
200820D205502,20,2,1,1,7,300,6,30,0,1,9,1,0,0,1,2
20134100G0007,41,2,2,1,7,433,6,60,6,1,1,1,0,0,2,1
2011521106441,52,2,1,1,6,601,6,30,8,1,1,1,0,0,1,2
201197GD70102,97,2,1,1,4,926,6,30,3,4,2,2,0,0,1,1
20124100A0259,41,2,1,2,6,432,6,30,0,1,9,2,0,0,1,2
201443N183034,43,2,2,1,2,478,6,30,0,1,1,1,0,0,1,1
2009520906845,52,2,1,1,4,601,6,30,0,1,8,2,0,0,1,1
201401KG70495,1,2,1,1,2,16,6,30,3,4,1,1,0,0,1,1
201332N198613,32,2,2,1,3,353,6,30,3,1,1,1,0,0,2,1
2007440082582,44,2,1,1,4,500,3,30,6,1,1,2,0,0,1,1
2012170S12062,17,2,1,1,1,245,6,20,0,1,1,2,0,0,1,2
201301VK30037,1,2,2,2,2,23,6,30,3,4,1,1,0,0,1,2
2014471400517,47,2,2,1,2,554,6,40,0,6,1,1,0,0,2,2
2014471500032,47,2,1,1,4,554,6,50,0,1,1,2,0,0,2,1
201420S044184,20,2,1,1,7,300,6,30,0,1,2,2,0,0,1,1
200601CW10315,1,2,2,1,7,1,6,30,3,1,1,1,0,0,1,1
201306X074000,6,2,4,2,3,114,3,70,0,1,1,1,0,0,1,1
2014471405445,47,2,2,1,2,559,6,40,8,1,1,1,0,0,1,1
200643P114066,43,2,2,1,7,484,6,60,0,1,1,1,0,0,1,1
201022G003377,22,2,2,1,6,286,6,30,0,1,1,2,0,0,2,2
201030D000729,30,2,3,1,7,324,6,30,0,1,1,1,0,0,2,1
200997ND00908,97,2,1,1,5,932,6,30,0,1,1,1,0,0,1,1
2013471303708,47,2,2,1,2,551,6,60,0,1,1,1,0,0,2,2
2014170H10054,17,2,1,2,4,240,6,30,0,1,1,2,0,0,1,1
2011100231011,10,2,2,1,3,139,6,30,3,4,1,1,0,0,1,1
200743S057087,43,2,1,1,5,479,6,30,0,1,1,1,0,0,2,1
200701RY64052,1,2,3,5,1,18,6,30,0,1,1,1,0,0,1,1
2011100031411,10,2,1,1,1,147,3,40,0,1,1,1,0,0,1,1
200854DC16808,54,2,1,1,4,633,6,30,0,1,1,1,0,0,1,1
2006440319209,44,2,1,1,3,494,6,60,0,1,1,1,0,0,2,1
2014621402086,62,2,2,1,6,743,6,30,3,4,2,2,0,0,2,1
2012530207099,53,2,2,2,1,622,6,60,8,1,1,1,0,0,2,1
2005130727505,13,2,2,4,2,203,6,40,0,4,1,1,0,0,1,1
2013360073318,36,2,2,1,3,404,6,30,3,1,1,1,0,0,1,1
200904BB09055,4,2,1,2,1,76,6,30,0,1,1,1,0,0,1,1
201330C000739,30,2,2,1,5,320,6,60,8,1,8,1,0,0,2,1
201120T058401,20,2,2,2,6,300,6,30,3,4,2,2,0,0,1,1
2008230895267,23,2,1,2,4,290,6,60,3,1,1,2,0,0,2,1
2013231067113,23,2,2,1,6,294,6,60,6,1,1,1,0,0,2,1
2008130518908,13,2,2,4,5,203,6,30,6,1,1,1,0,0,1,1
2005170L10725,17,2,1,1,5,241,3,70,0,1,1,1,0,0,2,1
200914K378709,14,2,2,3,5,215,6,30,6,1,1,3,0,0,1,1
2008170S31648,17,2,2,1,2,245,6,50,3,1,1,1,0,0,2,1
201322F300725,22,2,1,1,2,286,6,60,0,1,1,2,0,0,2,1
200730A000351,30,2,2,2,4,324,3,70,5,4,1,1,0,0,2,1
2011370173311,37,2,1,1,1,414,6,60,0,1,1,1,0,0,2,1
2005530183375,53,2,2,1,3,621,6,60,8,1,1,1,0,0,2,1
2013130263182,13,2,1,1,3,203,6,30,0,1,1,1,0,0,1,1
200930C000186,30,2,3,1,1,327,6,60,0,1,1,1,0,0,2,1
200597ND00207,97,2,2,1,6,932,6,30,3,1,1,1,0,0,1,1
200720L194001,20,2,2,1,6,306,3,30,0,4,2,2,0,0,1,1
200714A260207,14,2,1,1,4,211,6,40,3,1,1,1,0,0,1,1
201401CW10518,1,2,2,1,5,1,6,30,8,1,1,1,0,0,1,2
201104AN11065,4,2,1,1,1,71,6,30,3,1,1,1,0,0,1,1
201022F001247,22,2,2,1,2,286,6,60,7,1,1,1,0,0,1,1
2012460220623,46,2,1,1,7,542,6,40,0,4,9,2,4,0,1,1
201342I258309,42,2,1,1,2,450,3,70,0,4,1,1,0,0,1,1
201414A197114,14,2,1,1,4,211,6,30,0,4,2,2,0,0,1,1
2005130089105,13,2,2,1,2,206,6,30,3,1,1,2,0,0,1,1
2014350207514,35,2,2,1,6,390,6,30,8,4,2,2,0,0,1,1
2013950002309,95,2,1,1,1,914,6,60,0,1,1,1,0,0,2,1
2011130077940,13,2,2,3,4,200,3,30,7,1,1,2,0,0,1,1
200743P166047,43,2,2,1,2,481,6,60,0,1,1,1,0,0,2,1
2007520710477,52,2,2,1,3,610,6,60,0,6,1,2,0,0,2,1
200601JI40046,1,2,2,1,3,14,3,50,3,1,1,1,0,0,1,1
2014350230614,35,2,2,2,1,394,1,40,1,1,1,1,0,0,1,2
2007620164087,62,2,1,1,5,745,9,30,0,4,2,2,0,0,1,1
200714H069007,14,2,1,1,6,215,6,40,3,4,1,1,0,0,1,1
2013471301420,47,2,1,1,7,565,6,30,3,4,4,1,0,0,1,1
200601ZT80069,1,2,2,2,1,21,6,30,3,4,2,2,0,0,1,1
2013471304214,47,2,3,1,2,552,6,30,3,1,1,1,0,0,1,1
201301QK50153,1,2,1,1,4,28,6,30,3,1,1,1,0,0,1,1
2006100552206,10,2,1,1,6,142,3,30,0,4,1,1,0,2,2,1
2008130116708,13,2,3,3,2,202,6,40,3,7,1,4,0,0,2,1
2007520710146,52,2,1,1,3,608,1,60,1,4,1,1,0,0,2,1
2007130114507,13,2,3,2,4,200,6,60,0,1,1,2,0,0,2,1
2005350476905,35,2,2,2,3,393,7,70,0,1,1,1,0,0,2,1
201234WS20372,34,2,2,1,1,385,6,50,0,1,1,1,0,0,2,1
201406LF94699,6,2,1,1,5,114,6,30,8,4,1,2,0,0,1,1
2011620211630,62,2,1,1,6,741,6,30,3,4,1,1,0,0,1,1
2013160C07381,16,2,2,1,5,231,6,30,3,1,1,2,0,0,1,1
200601JI40243,1,2,2,1,2,14,3,50,0,1,1,1,0,0,1,1
201405FF02549,5,2,2,1,7,91,6,30,6,1,1,1,0,0,1,1
201401LX51054,1,2,2,2,2,9,6,30,0,4,1,1,0,0,1,1
201260N060102,60,2,2,1,7,721,6,60,8,6,1,1,0,0,2,1
201231D022212,31,2,1,1,5,342,3,40,3,4,2,2,0,0,1,1
200743R248047,43,2,1,2,5,474,3,70,0,4,1,1,0,0,2,1
2011471107261,47,2,2,1,3,559,3,70,1,4,1,1,0,0,1,1
2014170S12004,17,2,1,1,5,245,6,30,0,1,1,1,0,0,1,1
2010460185206,46,2,2,1,1,531,6,30,3,1,1,1,0,0,1,2
201320M010853,20,2,1,3,7,302,6,30,0,1,1,1,0,0,1,1
2014520407270,52,2,2,3,6,607,6,60,0,1,1,1,0,0,2,1
2010440282216,44,2,2,1,4,496,7,40,0,4,1,1,0,0,2,1
200505FF02550,5,2,1,1,3,91,6,30,0,1,1,1,0,0,1,1
201201SX29062,1,2,2,4,4,30,6,30,0,4,5,2,0,0,1,1
201005EE05920,5,2,1,1,7,91,6,30,9,1,1,1,0,0,1,1
2012100672112,10,2,2,2,5,139,6,40,0,1,1,1,0,0,2,1
2013460229819,46,2,1,1,3,533,6,60,0,1,1,1,0,0,1,1
2011070364163,7,2,1,1,2,128,6,30,3,4,1,1,0,0,1,2
2013460225059,46,2,1,1,1,530,6,30,0,7,1,1,0,0,1,1
2011460206295,46,2,2,2,4,541,6,30,6,1,1,1,0,0,1,1
2006230690133,23,2,1,2,7,294,6,60,3,4,1,1,0,0,2,1
200597QD70109,97,2,1,1,1,938,3,30,0,4,1,1,0,0,1,1
200530A000221,30,2,1,1,7,320,6,50,0,1,2,2,0,0,2,1
201006P027045,6,2,1,1,1,106,6,30,0,4,1,2,0,0,2,1
200843P327128,43,2,8,2,2,481,3,70,0,1,1,1,0,0,2,1
200704CC07054,4,2,1,2,7,73,6,60,0,1,1,1,0,0,2,1
2006100618206,10,2,2,1,5,149,6,20,3,1,1,1,0,0,1,1
201001GD10528,1,2,1,1,6,4,6,30,3,4,1,1,0,0,1,2
201201TB00355,1,2,1,1,3,2,6,30,6,1,1,1,2,0,1,1
200620G075402,20,2,1,2,6,309,6,30,0,1,1,1,0,0,1,2
200554AZ59505,54,2,1,1,6,630,6,40,0,1,1,2,0,0,2,2
2012950003454,95,2,2,1,6,923,3,30,6,1,2,1,0,0,1,1
200801BS70419,1,2,1,1,6,12,6,30,6,1,8,2,0,0,1,1
2008130614208,13,2,1,2,4,203,3,40,6,1,1,1,0,0,1,1
2008030002050,3,2,1,1,1,65,6,60,0,1,1,1,7,0,2,1
2009230995409,23,2,2,4,7,292,6,30,0,4,1,1,0,0,1,1
201045SP52354,45,2,1,1,5,40,6,30,3,1,1,1,0,0,1,1
2011170M10141,17,2,1,1,3,243,6,30,3,4,1,2,0,0,1,1
2012070338642,7,2,2,1,1,128,6,30,0,1,1,2,0,0,1,1
2009620196830,62,2,2,1,3,740,3,70,0,1,8,4,0,0,2,1
200601KD50343,1,2,2,1,4,15,3,70,0,1,1,1,0,0,2,1
2014440270437,44,2,2,1,2,500,6,30,3,1,1,1,0,0,1,1
200943S143129,43,2,2,1,2,479,6,30,0,7,1,2,0,0,2,1
2013621301940,62,2,6,2,3,743,3,70,0,1,1,1,0,0,2,1
2011070154320,7,2,2,2,1,128,3,70,0,1,1,1,0,0,2,1
2008530195814,53,2,2,1,5,624,6,60,3,1,1,1,0,0,2,1
2006330607618,33,2,1,1,2,364,6,30,3,1,1,1,0,0,1,1
2008610024808,61,2,2,5,7,731,6,30,0,4,2,2,0,0,2,1
20073102D3444,31,2,2,1,7,343,6,30,0,1,1,1,0,2,1,1
2006470608433,47,2,2,2,6,565,6,30,6,4,1,1,0,0,1,1
201101KD50009,1,2,1,1,6,15,6,30,3,4,9,1,0,0,1,2
2013213003670,21,2,2,1,1,255,6,30,8,1,1,1,0,0,1,2
201105AA05421,5,2,2,1,5,95,6,30,0,1,1,1,0,0,1,1
200704DA07039,4,2,1,1,4,79,6,30,3,1,1,1,0,0,1,1
200620E085102,20,2,1,1,6,300,6,30,1,1,1,1,0,0,1,1
201101TA01195,1,2,2,1,2,1,6,30,6,1,8,2,0,0,1,1
2014460240742,46,2,2,1,4,533,6,60,0,1,1,1,0,0,2,1
20063102B0096,31,2,1,2,3,345,6,60,0,6,1,2,0,0,2,1
2012440405229,44,2,1,1,3,493,6,30,6,4,1,1,0,0,1,1
2008950010416,95,2,1,1,4,923,6,30,0,1,1,2,0,0,1,1
201497UD05105,97,2,2,2,5,937,6,30,3,1,1,1,0,0,1,1
20093102A1016,31,2,2,1,2,344,3,40,8,1,1,1,0,0,1,1
2006470610752,47,2,2,1,7,554,3,70,0,1,1,1,0,0,2,1
2007460139199,46,2,2,2,6,540,3,70,0,6,1,1,0,0,2,1
2014074057872,7,2,2,1,7,129,6,60,0,1,1,1,0,0,2,1
201214C096312,14,2,2,1,7,213,6,60,0,1,1,1,0,0,2,1
20074100T2117,41,2,1,2,6,435,3,70,0,1,1,1,0,0,1,1
201301ZD30505,1,2,2,1,3,20,6,30,3,4,1,1,0,0,1,1
2010471007992,47,2,1,1,6,565,6,20,0,1,1,1,0,0,1,1
200530C000887,30,2,1,3,6,327,6,30,0,4,1,4,0,0,2,1
2010100304410,10,2,2,1,5,139,6,60,1,1,1,2,0,0,2,1
2006600FL7002,60,2,1,1,2,724,6,30,3,1,1,2,0,0,1,1
201043P344110,43,2,2,1,4,483,1,40,1,4,1,2,0,0,2,1
2006122220014,12,2,1,1,5,187,6,60,0,6,1,1,0,0,2,1
